date,category,vendor_or_scope,quote_ref,currency,quoted_amount,estimated_twd,status,public_note
2026-05-27,消耗性器材及原材料費,Greatcell Solar Materials Pty Ltd,WCO5526-1,AUD,887.01,20023,"accrued_pending_invoice","N719 dye 1g、PT1 Platinum Paste 100g、BL-1 Blocking Layer 100g、EL-HSE Electrolyte 50ml；含 FedEx 75 與 dangerous goods surcharge 35。發票/付款證明待補，先列入支出預估與提領控管。"
